citing_venue_count,citing_field_count,citing_institution_count,citing_country_count,citing_year_min,citing_year_max,citing_year_span,citing_works_sampled,top_citing_work_examples,citing_fields_sample,citing_countries_sample,paper_id,title,openalex_id
6.0,51.0,19.0,9.0,1981.0,2016.0,36.0,20,"[{'title': 'Ethical considerations in network measurement papers', 'year': 2016, 'cited_by_count': 146}, {'title': 'A Diagnosis Algorithm for Distributed Computing Systems with Dynamic Failure and Repair', 'year': 1984, 'cited_by_count': 123}, {'title': 'A Coloured Petri Net Approach to Protocol Verification', 'year': 2004, 'cited_by_count': 46}, {'title': 'Network security considerations for a new generation protocol UDT', 'year': 2009, 'cited_by_count': 15}, {'title': 'Second revision of the STP-ISS transport protocol for on-board spacewire networks', 'year': 2015, 'cited_by_count': 7}]","['Aerospace engineering', 'Algorithm', 'Artificial intelligence', 'Automotive engineering', 'Biology', 'Business', 'Communication', 'Composite material', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data science', 'Database', 'Distributed computing', 'Economics', 'Economy', 'Embedded system', 'Engineering', 'Engineering ethics']","['AU', 'BR', 'DE', 'ES', 'IL', 'NL', 'RU', 'TN', 'US']",sigcomm_1975_c8d8b477,"Selecting Sequence Numbers,",https://openalex.org/W4205731216
14.0,43.0,17.0,7.0,1981.0,2025.0,45.0,22,"[{'title': 'Achieving sub-second IGP convergence in large IP networks', 'year': 2005, 'cited_by_count': 286}, {'title': 'Why the Internet only just works', 'year': 2006, 'cited_by_count': 201}, {'title': 'ex uno pluria', 'year': 2018, 'cited_by_count': 15}, {'title': 'Metadata, infrastructure, and computer‐mediated communication in historical perspective', 'year': 2016, 'cited_by_count': 13}, {'title': 'Performance Analysis of Distributed Routing Strategies Free of Ping-Pong-Type Looping', 'year': 1987, 'cited_by_count': 58}]","['Aesthetics', 'Algorithm', 'Archaeology', 'Artificial intelligence', 'Biology', 'Business', 'Cognitive science', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Data science', 'Distributed computing', 'Ecology', 'Economic growth', 'Economics', 'Embedded system', 'Engineering', 'Epistemology', 'Evolutionary biology']","['BE', 'CL', 'CN', 'MY', 'NL', 'RU', 'US']",sixth_data_comm_symposium_1979_276be54f,An Overview of the New Routing Algorithm for the ARPANET,https://openalex.org/W4253285869
18.0,57.0,72.0,18.0,1987.0,2024.0,38.0,50,"[{'title': 'Congestion avoidance and control', 'year': 1995, 'cited_by_count': 5346}, {'title': 'Wide area traffic: the failure of Poisson modeling', 'year': 1995, 'cited_by_count': 3717}, {'title': 'Congestion avoidance and control', 'year': 1988, 'cited_by_count': 1922}, {'title': 'Analysis and simulation of a fair queueing algorithm', 'year': 1989, 'cited_by_count': 1724}, {'title': 'Promoting the use of end-to-end congestion control in the Internet', 'year': 1999, 'cited_by_count': 1648}]","['Algorithm', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Classical mechanics', 'Composite material', 'Computational science', 'Computer architecture', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Database', 'Distributed computing', 'Ecology', 'Econometrics', 'Economics', 'Electrical engineering']","['AU', 'CH', 'CN', 'DE', 'ES', 'FI', 'FR', 'GB', 'IE', 'IL', 'IT', 'JP', 'NL', 'NO', 'PT', 'SE', 'SG', 'US']",sigcomm_1984_06999596,Congestion Control in IP/TCP Internetworks,https://openalex.org/W1999955156
22.0,51.0,83.0,20.0,1990.0,2021.0,32.0,50,"[{'title': 'Modeling TCP throughput', 'year': 1998, 'cited_by_count': 2113}, {'title': 'The QUIC Transport Protocol', 'year': 2017, 'cited_by_count': 764}, {'title': 'Modeling TCP throughput', 'year': 1998, 'cited_by_count': 711}, {'title': 'A feedback-based scheme for improving TCP performance in ad hoc wireless networks', 'year': 2001, 'cited_by_count': 310}, {'title': 'Understanding the performance of TCP pacing', 'year': 2002, 'cited_by_count': 299}]","['Aerospace engineering', 'Agronomy', 'Artificial intelligence', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Composite material', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Distributed computing', 'Ecology', 'Econometrics', 'Economics', 'Economy', 'Embedded system', 'Engineering', 'Epistemology']","['AU', 'BD', 'BR', 'CA', 'CN', 'CY', 'DE', 'ES', 'FI', 'FR', 'GB', 'HK', 'IL', 'IT', 'JP', 'KR', 'NO', 'RU', 'US', 'ZA']",sigcomm_1987_b342b594,Improving Round-Trip Time Estimates in Reliable Transport Protocols,https://openalex.org/W3147432643
17.0,60.0,60.0,17.0,1989.0,2025.0,37.0,50,"[{'title': 'Promoting the use of end-to-end congestion control in the Internet', 'year': 1999, 'cited_by_count': 1648}, {'title': 'Network support for IP traceback', 'year': 2001, 'cited_by_count': 681}, {'title': 'Re-architecting datacenter networks and stacks for low latency and high performance', 'year': 2017, 'cited_by_count': 378}, {'title': 'TCP/IP performance over satellite links', 'year': 1997, 'cited_by_count': 342}, {'title': 'Host-to-Host Congestion Control for TCP', 'year': 2010, 'cited_by_count': 276}]","['Aerospace engineering', 'Algorithm', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer architecture', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Ecology']","['AU', 'CA', 'CH', 'CN', 'DE', 'FI', 'FR', 'GB', 'JP', 'KR', 'MA', 'NZ', 'PT', 'RO', 'SG', 'SK', 'US']",sigcomm_1987_49cc360d,Fragmentation Considered Harmful,https://openalex.org/W4248994581
22.0,60.0,60.0,15.0,1993.0,2024.0,32.0,50,"[{'title': 'Directed diffusion', 'year': 2000, 'cited_by_count': 5395}, {'title': 'Directed diffusion for wireless sensor networking', 'year': 2003, 'cited_by_count': 2348}, {'title': 'Secure group communications using key graphs', 'year': 2000, 'cited_by_count': 1096}, {'title': 'A case for end system multicast (keynote address)', 'year': 2000, 'cited_by_count': 957}, {'title': 'Efficient authentication and signing of multicast streams over lossy channels', 'year': 2002, 'cited_by_count': 954}]","['Advertising', 'Algorithm', 'Archaeology', 'Art', 'Artificial intelligence', 'Biochemistry', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Data science', 'Database', 'Distributed computing', 'Economics', 'Economy', 'Electrical engineering', 'Embedded system']","['AU', 'CA', 'CN', 'DE', 'ES', 'FR', 'GB', 'HK', 'IR', 'IT', 'MT', 'PT', 'TH', 'US', 'ZA']",sigcomm_1988_741ee633,Multicast Routing in Internetworks and Extended LANs,https://openalex.org/W4241305028
1.0,6.0,1.0,1.0,2014.0,2014.0,1.0,1,"[{'title': 'Performance Comparison of IEEE 802.11 DCF and EDCA for Beaconing in Vehicular Networks', 'year': 2014, 'cited_by_count': 7}]","['Biology', 'Computer network', 'Computer science', 'Paleontology', 'Real-time computing', 'Telecommunications']",['NL'],sigcomm_1988_03dd0f93,The Design Philosophy of the DARPA Internet Procotols,https://openalex.org/W2136594096
18.0,63.0,62.0,12.0,1999.0,2025.0,27.0,50,"[{'title': 'Chord', 'year': 2001, 'cited_by_count': 9680}, {'title': 'Chord', 'year': 2001, 'cited_by_count': 1905}, {'title': 'Grid information services for distributed resource sharing', 'year': 2002, 'cited_by_count': 1561}, {'title': 'Vivaldi', 'year': 2004, 'cited_by_count': 1156}, {'title': 'Optimistic replication', 'year': 2005, 'cited_by_count': 735}]","['Acoustics', 'Aerospace engineering', 'Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Database', 'Distributed computing']","['BE', 'CA', 'CH', 'CN', 'DE', 'FR', 'GB', 'IN', 'JP', 'LU', 'MO', 'US']",sigcomm_1988_59475861,Development of the Domain Name System,https://openalex.org/W4205883304
19.0,68.0,56.0,16.0,1989.0,2019.0,31.0,50,"[{'title': 'Performance analysis of exponential backoff', 'year': 2005, 'cited_by_count': 376}, {'title': 'Local area network characteristics, with implications for broadband network congestion management', 'year': 1991, 'cited_by_count': 307}, {'title': 'High time-resolution measurement and analysis of LAN traffic: Implications for LAN interconnection', 'year': 1991, 'cited_by_count': 221}, {'title': 'On the performance characteristics of WLANs', 'year': 2005, 'cited_by_count': 111}, {'title': 'Fault detection in an Ethernet network using anomaly signature matching', 'year': 1993, 'cited_by_count': 107}]","['Agronomy', 'Algorithm', 'Archaeology', 'Arithmetic', 'Artificial intelligence', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer architecture', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Condensed matter physics', 'Data mining', 'Data science', 'Database', 'Distributed computing', 'Ecology']","['AT', 'AU', 'BR', 'CA', 'CH', 'DE', 'DK', 'ES', 'GB', 'GR', 'IN', 'IT', 'KR', 'RO', 'SG', 'US']",sigcomm_1988_0115cda1,Measured Capacity of an Ethernet: Myths and Reality,https://openalex.org/W4253954259
16.0,52.0,60.0,18.0,1989.0,2022.0,34.0,50,"[{'title': 'Optimization flow control. I. Basic algorithm and convergence', 'year': 1999, 'cited_by_count': 1973}, {'title': 'Service disciplines for guaranteed performance service in packet-switching networks', 'year': 1995, 'cited_by_count': 1111}, {'title': 'The performance of TCP/IP for networks with high bandwidth-delay products and random loss', 'year': 1997, 'cited_by_count': 929}, {'title': 'Analysis of TCP Performance over Mobile Ad Hoc Networks', 'year': 2002, 'cited_by_count': 406}, {'title': 'Round-robin scheduling for max-min fairness in data networks', 'year': 1991, 'cited_by_count': 356}]","['Acoustics', 'Agronomy', 'Algorithm', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemical engineering', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Control engineering', 'Database', 'Distributed computing', 'Ecology', 'Economic growth']","['AU', 'CA', 'CH', 'CN', 'CY', 'DE', 'EG', 'ES', 'FR', 'GR', 'IL', 'JO', 'KR', 'PT', 'RU', 'SA', 'TN', 'US']",sigcomm_1988_eeb807c6,A Binary Feedback Scheme for Congestion Avoidance in Computer Networks with a Connectionless Network Layer,https://openalex.org/W4243720974
10.0,55.0,43.0,11.0,1989.0,2014.0,26.0,50,"[{'title': 'Random early detection gateways for congestion avoidance', 'year': 1993, 'cited_by_count': 6285}, {'title': 'Networking named content', 'year': 2009, 'cited_by_count': 4009}, {'title': 'Optimization flow control. I. Basic algorithm and convergence', 'year': 1999, 'cited_by_count': 1973}, {'title': 'Analysis and simulation of a fair queueing algorithm', 'year': 1989, 'cited_by_count': 1724}, {'title': 'TCP Vegas: end to end congestion avoidance on a global Internet', 'year': 1995, 'cited_by_count': 1694}]","['Accounting', 'Agronomy', 'Algorithm', 'Applied mathematics', 'Arithmetic', 'Art', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Combinatorics', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Database', 'Distributed computing', 'Ecology', 'Economic growth']","['AU', 'CA', 'CH', 'CN', 'DE', 'FI', 'FR', 'GB', 'IT', 'SG', 'US']",sigcomm_1988_393c4320,Congestion Avoidance and Control,https://openalex.org/W4231918747
8.0,58.0,42.0,7.0,1989.0,2014.0,26.0,50,"[{'title': 'A generalized processor sharing approach to flow control in integrated services networks: the single-node case', 'year': 1993, 'cited_by_count': 3727}, {'title': 'Promoting the use of end-to-end congestion control in the Internet', 'year': 1999, 'cited_by_count': 1648}, {'title': 'Delay scheduling', 'year': 2010, 'cited_by_count': 1386}, {'title': 'Efficient fair queuing using deficit round-robin', 'year': 1996, 'cited_by_count': 1374}, {'title': 'Receiver-driven layered multicast', 'year': 1996, 'cited_by_count': 1198}]","['Algorithm', 'Archaeology', 'Arithmetic', 'Art', 'Artificial intelligence', 'Astronomy', 'Biochemistry', 'Biology', 'Business', 'Chemistry', 'Computer graphics (images)', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Data mining', 'Data science', 'Distributed computing', 'Ecology', 'Economic growth']","['DE', 'GB', 'GR', 'HK', 'IN', 'JP', 'US']",sigcomm_1989_2f7f5967,Analysis and Simulation of a Fair Queueing Algorithm,https://openalex.org/W2073440460
13.0,59.0,56.0,12.0,1993.0,2019.0,27.0,50,"[{'title': 'Random early detection gateways for congestion avoidance', 'year': 1993, 'cited_by_count': 6285}, {'title': 'Routing in multi-radio, multi-hop wireless mesh networks', 'year': 2004, 'cited_by_count': 2465}, {'title': 'TCP Vegas: end to end congestion avoidance on a global Internet', 'year': 1995, 'cited_by_count': 1694}, {'title': 'TCP Vegas', 'year': 1994, 'cited_by_count': 1200}, {'title': 'Service disciplines for guaranteed performance service in packet-switching networks', 'year': 1995, 'cited_by_count': 1111}]","['Aerospace engineering', 'Agronomy', 'Algorithm', 'Applied mathematics', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Combinatorics', 'Computer hardware', 'Computer network', 'Computer science', 'Computer security', 'Control engineering', 'Data mining', 'Data science', 'Demography', 'Distributed computing']","['AT', 'CA', 'CN', 'DE', 'GB', 'IN', 'IT', 'MX', 'NO', 'SE', 'SG', 'US']",sigcomm_1991_2123e742,A Control-Theoretic Approach to Flow Control,https://openalex.org/W2098289156
22.0,87.0,62.0,17.0,1994.0,2019.0,26.0,50,"[{'title': 'On the self-similar nature of Ethernet traffic (extended version)', 'year': 1994, 'cited_by_count': 5257}, {'title': 'On power-law relationships of the Internet topology', 'year': 1999, 'cited_by_count': 4255}, {'title': 'Wide area traffic: the failure of Poisson modeling', 'year': 1995, 'cited_by_count': 3717}, {'title': 'Network traffic characteristics of data centers in the wild', 'year': 2010, 'cited_by_count': 2163}, {'title': 'Self-similarity through high-variability: statistical analysis of Ethernet LAN traffic at the source level', 'year': 1997, 'cited_by_count': 1658}]","['Accounting', 'Acoustics', 'Aerospace engineering', 'Algorithm', 'Applied mathematics', 'Archaeology', 'Art', 'Art history', 'Artificial intelligence', 'Astronomy', 'Astrophysics', 'Biology', 'Botany', 'Business', 'Cartography', 'Classical mechanics', 'Climatology', 'Cognitive science', 'Combinatorics', 'Composite material']","['AU', 'CA', 'CH', 'CN', 'DE', 'DK', 'FI', 'FR', 'GB', 'GR', 'HU', 'IN', 'IT', 'MA', 'NL', 'SE', 'US']",sigcomm_1993_ff2d8bf7,On the Self-Similar Nature of Ethernet Traffic,https://openalex.org/W2128796442
27.0,61.0,66.0,26.0,2002.0,2024.0,23.0,50,"[{'title': 'Opinion Mining and Sentiment Analysis', 'year': 2008, 'cited_by_count': 6768}, {'title': 'A Brief Survey of Text Mining', 'year': 2005, 'cited_by_count': 886}, {'title': 'Automatic text summarization: A comprehensive survey', 'year': 2020, 'cited_by_count': 777}, {'title': 'Summarizing Scientific Articles: Experiments with Relevance and Rhetorical Status', 'year': 2002, 'cited_by_count': 636}, {'title': 'Opinosis: A Graph Based Approach to Abstractive Summarization of Highly Redundant Opinions', 'year': 2010, 'cited_by_count': 522}]","['Algorithm', 'Archaeology', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Composite material', 'Computer science', 'Computer security', 'Computer vision', 'Data mining', 'Data science', 'Database', 'Ecology', 'Econometrics', 'Economic growth', 'Economics', 'Electrical engineering']","['AU', 'AZ', 'BR', 'CA', 'CN', 'DE', 'EG', 'ES', 'FI', 'GB', 'GR', 'ID', 'IN', 'IR', 'IT', 'JO', 'MK', 'NO', 'PK', 'PS']",acl_2002_1a4aaa49,BLEU: a Method for Automatic Evaluation of Machine Translation,https://openalex.org/W2048207804
18.0,74.0,78.0,18.0,2004.0,2021.0,18.0,50,"[{'title': 'node2vec', 'year': 2016, 'cited_by_count': 10779}, {'title': 'The Stanford CoreNLP Natural Language Processing Toolkit', 'year': 2014, 'cited_by_count': 7204}, {'title': 'VQA: Visual Question Answering', 'year': 2015, 'cited_by_count': 4229}, {'title': 'A Fast and Accurate Dependency Parser using Neural Networks', 'year': 2014, 'cited_by_count': 1878}, {'title': 'Domain adaptation with structural correspondence learning', 'year': 2006, 'cited_by_count': 1559}]","['Advertising', 'Aerospace engineering', 'Algorithm', 'Anthropology', 'Archaeology', 'Architectural engineering', 'Artificial intelligence', 'Astrophysics', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Cartography', 'Chemistry', 'Combinatorics', 'Communication', 'Composite material', 'Computer network', 'Computer science', 'Computer security']","['BE', 'BR', 'CA', 'CN', 'DE', 'ES', 'FR', 'GB', 'IL', 'IN', 'IT', 'JP', 'LB', 'MA', 'NL', 'PT', 'SG', 'US']",emnlp_2002_6452d908,Discriminative Training Methods for Hidden Markov Models: Theory and Experiments with Perceptron Algorithms,https://openalex.org/W1996430422
22.0,80.0,75.0,21.0,2003.0,2022.0,20.0,50,"[{'title': 'A systematic analysis of performance measures for classification tasks', 'year': 2009, 'cited_by_count': 6239}, {'title': 'A theory of learning from different domains', 'year': 2009, 'cited_by_count': 3416}, {'title': 'A sentimental education', 'year': 2004, 'cited_by_count': 3334}, {'title': 'From Frequency to Meaning: Vector Space Models of Semantics', 'year': 2010, 'cited_by_count': 2865}, {'title': 'Seeing stars', 'year': 2005, 'cited_by_count': 2142}]","['Advertising', 'Algorithm', 'Archaeology', 'Architectural engineering', 'Arithmetic', 'Artificial intelligence', 'Biochemistry', 'Biology', 'Botany', 'Business', 'Chemistry', 'Chromatography', 'Cognitive psychology', 'Cognitive science', 'Combinatorics', 'Computer network', 'Computer science', 'Computer security', 'Computer vision', 'Data mining']","['BE', 'CA', 'CH', 'CN', 'DE', 'ES', 'FI', 'FR', 'GB', 'GR', 'HK', 'IE', 'IL', 'IN', 'IT', 'JP', 'KR', 'MA', 'NL', 'SG']",emnlp_2002_bbd2b492,Thumbs up? Sentiment Classification using Machine Learning Techniques,https://openalex.org/W2951278869
